,film,actor,year
2014,The Nutcracker and the Four Realms,Morgan Freeman,2018
2015,Nobody's Fool,Tiffany Haddish,2018
2015,Nobody's Fool,Tika Sumpter,2018
2015,Nobody's Fool,Omari Hardwick,2018
2015,Nobody's Fool,Mehcad Brooks,2018
2015,Nobody's Fool,Amber Riley,2018
2015,Nobody's Fool,Whoopi Goldberg,2018
2016,Boy Erased,Lucas Hedges,2018
2016,Boy Erased,Nicole Kidman,2018
2016,Boy Erased,Russell Crowe,2018
2016,Boy Erased,Joel Edgerton,2018
2016,Boy Erased,Joe Alwyn,2018
2016,Boy Erased,Xavier Dolan,2018
2016,Boy Erased,Troye Sivan,2018
2016,Boy Erased,Cherry Jones,2018
2016,Boy Erased,Flea,2018
2017,A Private War,Rosamund Pike,2018
2017,A Private War,Jamie Dornan,2018
2017,A Private War,Stanley Tucci,2018
2018,Bodied,Calum Worthy,2018
2018,Bodied,Jackie Long,2018
2018,Bodied,Rory Uphold,2018
2018,Bodied,Dumbfoundead,2018
2018,Bodied,Walter Perez,2018
2018,Bodied,Anthony Michael Hall,2018
2019,The Front Runner,Hugh Jackman,2018
2019,The Front Runner,Vera Farmiga,2018
2019,The Front Runner,Alfred Molina,2018
2020,The Ballad of Buster Scruggs,Tim Blake Nelson,2018
2020,The Ballad of Buster Scruggs,Zoe Kazan,2018
2020,The Ballad of Buster Scruggs,Liam Neeson,2018
2020,The Ballad of Buster Scruggs,Tom Waits,2018
2021,The Grinch,Benedict Cumberbatch,2018
2021,The Grinch,Rashida Jones,2018
2021,The Grinch,Kenan Thompson,2018
2021,The Grinch,Cameron Seely,2018
2021,The Grinch,Angela Lansbury,2018
2021,The Grinch,Pharrell Williams,2018
2022,The Girl in the Spider's Web,Claire Foy,2018
2022,The Girl in the Spider's Web,Sverrir Gudnason,2018
2022,The Girl in the Spider's Web,Lakeith Stanfield,2018
2022,The Girl in the Spider's Web,Sylvia Hoeks,2018
2022,The Girl in the Spider's Web,Stephen Merchant,2018
2023,Overlord,Jovan Adepo,2018
2023,Overlord,Wyatt Russell,2018
2023,Overlord,Mathilde Ollivier,2018
2023,Overlord,John Magaro,2018
2023,Overlord,Gianny Taufer,2018
2023,Overlord,Pilou Asbæk,2018
2023,Overlord,Bokeem Woodbine,2018
2024,Lazer Team 2,Gavin Free,2018
2024,Lazer Team 2,Michael Jones,2018
2024,Lazer Team 2,Burnie Burns,2018
2024,Lazer Team 2,Colton Dunn,2018
2024,Lazer Team 2,Nichole Bloom,2018
2024,Lazer Team 2,Allie DeBerry,2018
2025,Lionsgate,Drama,2018
2025,Lionsgate,Thriller,2018
2026,Fantastic Beasts: The Crimes of Grindelwald,Eddie Redmayne,2018
2026,Fantastic Beasts: The Crimes of Grindelwald,Katherine Waterston,2018
2026,Fantastic Beasts: The Crimes of Grindelwald,Dan Fogler,2018
2026,Fantastic Beasts: The Crimes of Grindelwald,Alison Sudol,2018
2026,Fantastic Beasts: The Crimes of Grindelwald,Ezra Miller,2018
2026,Fantastic Beasts: The Crimes of Grindelwald,Zoë Kravitz,2018
2026,Fantastic Beasts: The Crimes of Grindelwald,Callum Turner,2018
2026,Fantastic Beasts: The Crimes of Grindelwald,Claudia Kim,2018
2026,Fantastic Beasts: The Crimes of Grindelwald,William Nadylam,2018
2026,Fantastic Beasts: The Crimes of Grindelwald,Kevin Guthrie,2018
2026,Fantastic Beasts: The Crimes of Grindelwald,Jude Law,2018
2026,Fantastic Beasts: The Crimes of Grindelwald,Johnny Depp,2018
2027,Widows,Viola Davis,2018
2027,Widows,Michelle Rodriguez,2018
2027,Widows,Elizabeth Debicki,2018
2027,Widows,Cynthia Erivo,2018
2027,Widows,Colin Farrell,2018
2027,Widows,Brian Tyree Henry,2018
2027,Widows,Daniel Kaluuya,2018
2027,Widows,Carrie Coon,2018
2027,Widows,Jacki Weaver,2018
2027,Widows,Robert Duvall,2018
2027,Widows,Liam Neeson,2018
2028,Instant Family,Mark Wahlberg,2018
2028,Instant Family,Rose Byrne,2018
2028,Instant Family,Isabela Moner,2018
2028,Instant Family,Tig Notaro,2018
2028,Instant Family,Margo Martindale,2018
2028,Instant Family,Julie Hagerty,2018
2028,Instant Family,Octavia Spencer,2018
2029,Ralph Breaks the Internet,Sarah Silverman,2018
2029,Ralph Breaks the Internet,Gal Gadot,2018
2029,Ralph Breaks the Internet,Jack McBrayer,2018
2029,Ralph Breaks the Internet,Jane Lynch,2018
2029,Ralph Breaks the Internet,Bill Hader,2018
2029,Ralph Breaks the Internet,Alfred Molina,2018
2029,Ralph Breaks the Internet,Alan Tudyk,2018
2029,Ralph Breaks the Internet,Ed O'Neill,2018
2030,Creed II,Sylvester Stallone,2018
2030,Creed II,Tessa Thompson,2018
2030,Creed II,Dolph Lundgren,2018
2030,Creed II,Florian Munteanu,2018
2030,Creed II,Wood Harris,2018
2030,Creed II,Phylicia Rashad,2018
2031,Green Book,Viggo Mortensen,2018
2031,Green Book,Mahershala Ali,2018
2031,Green Book,Linda Cardellini,2018
2032,Roma,Yalitza Aparicio,2018
2032,Roma,Marina de Tavira,2018
2032,Roma,Jorge Antonio Guerrero,2018
2033,The Favourite,Olivia Colman,2018
2033,The Favourite,Emma Stone,2018
2033,The Favourite,Rachel Weisz,2018
2033,The Favourite,Nicholas Hoult,2018
2033,The Favourite,Joe Alwyn,2018
2034,Shoplifters,Lily Franky,2018
2034,Shoplifters,Sakura Ando,2018
2034,Shoplifters,Mayu Matsuoka,2018
2034,Shoplifters,Kairi Jō,2018
2034,Shoplifters,Miyu Sasaki,2018
2034,Shoplifters,Kirin Kiki,2018
2035,Mowgli: Legend of the Jungle,Christian Bale,2018
2035,Mowgli: Legend of the Jungle,Cate Blanchett,2018
2035,Mowgli: Legend of the Jungle,Benedict Cumberbatch,2018
2035,Mowgli: Legend of the Jungle,Andy Serkis,2018
2035,Mowgli: Legend of the Jungle,Matthew Rhys,2018
2035,Mowgli: Legend of the Jungle,Freida Pinto,2018
2035,Mowgli: Legend of the Jungle,Naomie Harris,2018
2036,The Possession of Hannah Grace,Shay Mitchell,2018
2036,The Possession of Hannah Grace,Grey Damon,2018
2036,The Possession of Hannah Grace,Kirby Johnson,2018
2036,The Possession of Hannah Grace,Stana Katic,2018
2037,Anna and the Apocalypse,Ella Hunt,2018
2037,Anna and the Apocalypse,Malcolm Cumming,2018
2037,Anna and the Apocalypse,Marli Siu,2018
2037,Anna and the Apocalypse,Sarah Swire,2018
2037,Anna and the Apocalypse,Christopher Leveaux,2018
2037,Anna and the Apocalypse,Ben Wiggins,2018
2038,Capernaum,Zain Al Rafeea,2018
2038,Capernaum,Yordanos Shiferaw,2018
2038,Capernaum,Boluwatife Treasure Bankole,2018
2038,Capernaum,Kawthar Al Haddad,2018
2039,Mary Queen of Scots,Saoirse Ronan,2018
2039,Mary Queen of Scots,Margot Robbie,2018
2039,Mary Queen of Scots,Jack Lowden,2018
2039,Mary Queen of Scots,Joe Alwyn,2018
2039,Mary Queen of Scots,David Tennant,2018
2039,Mary Queen of Scots,Guy Pearce,2018
2040,Ben Is Back,Lucas Hedges,2018
2040,Ben Is Back,Julia Roberts,2018
2040,Ben Is Back,Kathryn Newton,2018
2041,Spider-Man: Into the Spider-Verse,Shameik Moore,2018
2041,Spider-Man: Into the Spider-Verse,Jake Johnson,2018
2041,Spider-Man: Into the Spider-Verse,Hailee Steinfeld,2018
2041,Spider-Man: Into the Spider-Verse,Mahershala Ali,2018
2041,Spider-Man: Into the Spider-Verse,Brian Tyree Henry,2018
2041,Spider-Man: Into the Spider-Verse,Luna Lauren Velez,2018
2041,Spider-Man: Into the Spider-Verse,Lily Tomlin,2018
2041,Spider-Man: Into the Spider-Verse,Zoë Kravitz,2018
2041,Spider-Man: Into the Spider-Verse,John Mulaney,2018
2041,Spider-Man: Into the Spider-Verse,Kimiko Glenn,2018
2041,Spider-Man: Into the Spider-Verse,Nicolas Cage,2018
2041,Spider-Man: Into the Spider-Verse,Kathryn Hahn,2018
2041,Spider-Man: Into the Spider-Verse,Liev Schreiber,2018
2041,Spider-Man: Into the Spider-Verse,Chris Pine,2018
2042,Mortal Engines,Hugo Weaving,2018
2042,Mortal Engines,Hera Hilmar,2018
2042,Mortal Engines,Robert Sheehan,2018
2042,Mortal Engines,Jihae,2018
2042,Mortal Engines,Ronan Raftery,2018
2042,Mortal Engines,Leila George,2018
2042,Mortal Engines,Patrick Malahide,2018
2042,Mortal Engines,Stephen Lang,2018
2043,The Mule,Clint Eastwood,2018
2043,The Mule,Bradley Cooper,2018
2043,The Mule,Laurence Fishburne,2018
2043,The Mule,Michael Peña,2018
2043,The Mule,Dianne Wiest,2018
2043,The Mule,Andy Garcia,2018
2044,If Beale Street Could Talk,Kiki Layne,2018
2044,If Beale Street Could Talk,Stephan James,2018
2044,If Beale Street Could Talk,Teyonah Parris,2018
2044,If Beale Street Could Talk,Regina King,2018
2044,If Beale Street Could Talk,Dave Franco,2018
2044,If Beale Street Could Talk,Ed Skrein,2018
2044,If Beale Street Could Talk,Diego Luna,2018
2044,If Beale Street Could Talk,Emily Rios,2018
2045,Mary Poppins Returns,Emily Blunt,2018
2045,Mary Poppins Returns,Ben Whishaw,2018
2045,Mary Poppins Returns,Emily Mortimer,2018
2045,Mary Poppins Returns,Julie Walters,2018
2045,Mary Poppins Returns,Colin Firth,2018
2045,Mary Poppins Returns,Meryl Streep,2018
2045,Mary Poppins Returns,Dick Van Dyke,2018
2045,Mary Poppins Returns,Angela Lansbury,2018
2046,Aquaman,Jason Momoa,2018
2046,Aquaman,Amber Heard,2018
2046,Aquaman,Willem Dafoe,2018
2046,Aquaman,Patrick Wilson,2018
2046,Aquaman,Dolph Lundgren,2018
2046,Aquaman,Yahya Abdul-Mateen II,2018
2046,Aquaman,Nicole Kidman,2018
2047,Bumblebee,Hailee Steinfeld,2018
2047,Bumblebee,John Cena,2018
2047,Bumblebee,John Ortiz,2018
2047,Bumblebee,Jason Drucker,2018
2047,Bumblebee,Pamela Adlon,2018
2047,Bumblebee,Dylan O'Brien,2018
2047,Bumblebee,Angela Bassett,2018
2047,Bumblebee,Justin Theroux,2018
2047,Bumblebee,Peter Cullen,2018
2048,Welcome to Marwen,Steve Carell,2018
2048,Welcome to Marwen,Leslie Mann,2018
2048,Welcome to Marwen,Diane Kruger,2018
2048,Welcome to Marwen,Falk Hentschel,2018
2048,Welcome to Marwen,Janelle Monáe,2018
2048,Welcome to Marwen,Eiza Gonzalez,2018
2048,Welcome to Marwen,Gwendoline Christie,2018
2049,Second Act,Jennifer Lopez,2018
2049,Second Act,Leah Remini,2018
2049,Second Act,Vanessa Hudgens,2018
2049,Second Act,Treat Williams,2018
2049,Second Act,Milo Ventimiglia,2018
2050,Cold War,Joanna Kulig,2018
2050,Cold War,Tomasz Kot,2018
2050,Cold War,Agata Kulesza,2018
2051,Holmes & Watson,Will Ferrell,2018
2051,Holmes & Watson,Rebecca Hall,2018
2051,Holmes & Watson,Ralph Fiennes,2018
2051,Holmes & Watson,Rob Brydon,2018
2051,Holmes & Watson,Kelly Macdonald,2018
2051,Holmes & Watson,Steve Coogan,2018
2051,Holmes & Watson,Lauren Lapkus,2018
2051,Holmes & Watson,Pam Ferris,2018
2051,Holmes & Watson,Hugh Laurie,2018
2052,On the Basis of Sex,Felicity Jones,2018
2052,On the Basis of Sex,Armie Hammer,2018
2052,On the Basis of Sex,Justin Theroux,2018
2052,On the Basis of Sex,Jack Reynor,2018
2052,On the Basis of Sex,Cailee Spaeny,2018
2052,On the Basis of Sex,Sam Waterston,2018
2052,On the Basis of Sex,Kathy Bates,2018
2053,Destroyer,Nicole Kidman,2018
2053,Destroyer,Sebastian Stan,2018
2053,Destroyer,Toby Kebbell,2018
2053,Destroyer,Tatiana Maslany,2018
2053,Destroyer,Bradley Whitford,2018
2053,Destroyer,Jade Pettyjohn,2018
2053,Destroyer,Scoot McNairy,2018
2054,Black Mirror: Bandersnatch,Fionn Whitehead,2018
2054,Black Mirror: Bandersnatch,Will Poulter,2018
2054,Black Mirror: Bandersnatch,Asim Chaudhry,2018
2054,Black Mirror: Bandersnatch,Craig Parkinson,2018
2054,Black Mirror: Bandersnatch,Alice Lowe,2018
2054,Black Mirror: Bandersnatch,Tallulah Haddon,2018
2054,Black Mirror: Bandersnatch,Catriona Knox,2018
2054,Black Mirror: Bandersnatch,Jonathan Aris,2018
2055,Escape Room,Taylor Russell,2019
2055,Escape Room,Logan Miller,2019
2055,Escape Room,Deborah Ann Woll,2019
2055,Escape Room,Tyler Labine,2019
2055,Escape Room,Jay Ellis,2019
2055,Escape Room,Nik Dodani,2019
2055,Escape Room,Yorick van Wageningen,2019
2056,Rust Creek,Hermione Corfield,2019
2056,Rust Creek,Jay Paulson,2019
2056,Rust Creek,Sean O'Bryan,2019
2056,Rust Creek,Micah Hauptman,2019
2057,A Dog's Way Home,Bryce Dallas Howard,2019
2057,A Dog's Way Home,Edward James Olmos,2019
2057,A Dog's Way Home,Ashley Judd,2019
2057,A Dog's Way Home,Jonah Haur-King,2019
2057,A Dog's Way Home,Wes Studi,2019
2058,The Upside,Bryan Cranston,2019
2058,The Upside,Kevin Hart,2019
2058,The Upside,Nicole Kidman,2019
2059,Replicas,Keanu Reeves,2019
2060,After Darkness,Natalia Dyer,2019
2060,After Darkness,Kyra Sedgwick,2019
2060,After Darkness,Tim Daly,2019
2061,Glass,James McAvoy,2019
2061,Glass,Bruce Willis,2019
2061,Glass,Sarah Paulson,2019
2061,Glass,Anya Taylor-Joy,2019
2061,Glass,Spencer Treat Clark,2019
2061,Glass,Charlayne Woodard,2019
2062,Close,Noomi Rapace,2019
2062,Close,Sophie Nélisse,2019
2062,Close,Indira Varma,2019
2062,Close,Eoin Macken,2019
2063,The Standoff at Sparrow Creek,James Badge Dale,2019
2063,The Standoff at Sparrow Creek,Brian Geraghty,2019
2064,The Final Wish,Lin Shaye,2019
2064,The Final Wish,Michael Welch,2019
2064,The Final Wish,Melissa Bolona,2019
2064,The Final Wish,Spencer Locke,2019
2064,The Final Wish,Tony Todd,2019
2065,The Kid Who Would Be King,Louis Ashbourne Serkis,2019
2065,The Kid Who Would Be King,Dean Chaumoo,2019
2065,The Kid Who Would Be King,Tom Taylor,2019
2065,The Kid Who Would Be King,Rhianna Doris,2019
2065,The Kid Who Would Be King,Angus Imrie,2019
2065,The Kid Who Would Be King,Rebecca Ferguson,2019
2065,The Kid Who Would Be King,Patrick Stewart,2019
2066,Serenity,Matthew McConaughey,2019
2066,Serenity,Anne Hathaway,2019
2066,Serenity,Jason Clarke,2019
2066,Serenity,Diane Lane,2019
2066,Serenity,Djimon Hounsou,2019
2067,I Am Mother,Clara Rugaard,2019
2067,I Am Mother,Rose Byrne,2019
2067,I Am Mother,Hilary Swank,2019
2068,Miss Bala,Gina Rodriguez,2019
2068,Miss Bala,Ismael Cruz Córdova,2019
2068,Miss Bala,Anthony Mackie,2019
2069,Velvet Buzzsaw,Jake Gyllenhaal,2019
2069,Velvet Buzzsaw,Rene Russo,2019
2069,Velvet Buzzsaw,Toni Collette,2019
2069,Velvet Buzzsaw,Zawe Ashton,2019
2069,Velvet Buzzsaw,Tom Sturridge,2019
2069,Velvet Buzzsaw,Natalia Dyer,2019
2069,Velvet Buzzsaw,Daveed Diggs,2019
2069,Velvet Buzzsaw,Billy Magnussen,2019
2069,Velvet Buzzsaw,John Malkovich,2019
2070,Piercing,Christopher Abbott,2019
2070,Piercing,Mia Wasikowska,2019
2070,Piercing,Laia Costa,2019
2070,Piercing,Maria Dizzia,2019
2070,Piercing,Wendell Pierce,2019
2071,The Lego Movie 2: The Second Part,Chris Pratt,2019
2071,The Lego Movie 2: The Second Part,Elizabeth Banks,2019
2071,The Lego Movie 2: The Second Part,Tiffany Haddish,2019
2071,The Lego Movie 2: The Second Part,Will Arnett,2019
2071,The Lego Movie 2: The Second Part,Stephanie Beatriz,2019
2071,The Lego Movie 2: The Second Part,Charlie Day,2019
2071,The Lego Movie 2: The Second Part,Alison Brie,2019
2071,The Lego Movie 2: The Second Part,Nick Offerman,2019
2071,The Lego Movie 2: The Second Part,Maya Rudolph,2019
2072,What Men Want,Tracy Morgan,2019
2072,What Men Want,Max Greenfield,2019
2072,What Men Want,Aldis Hodge,2019
2072,What Men Want,Wendi McLendon-Covey,2019
2073,Cold Pursuit,Liam Neeson,2019
2073,Cold Pursuit,Tom Bateman,2019
2073,Cold Pursuit,Tom Jackson,2019
2073,Cold Pursuit,Emmy Rossum,2019
2073,Cold Pursuit,Domenick Lombardozzi,2019
2073,Cold Pursuit,Julia Jones,2019
2073,Cold Pursuit,John Doman,2019
2073,Cold Pursuit,Laura Dern,2019
2074,High Flying Bird,Zazie Beetz,2019
2074,High Flying Bird,Melvin Gregg,2019
2074,High Flying Bird,Sonja Sohn,2019
2074,High Flying Bird,Zachary Quinto,2019
2074,High Flying Bird,Kyle MacLachlan,2019
2074,High Flying Bird,Bill Duke,2019
2075,The Prodigy,Taylor Schilling,2019
2075,The Prodigy,Peter Mooney,2019
2075,The Prodigy,Colm Feore,2019
2076,Isn't It Romantic,Rebel Wilson,2019
2076,Isn't It Romantic,Liam Hemsworth,2019
2076,Isn't It Romantic,Adam DeVine,2019
2076,Isn't It Romantic,Priyanka Chopra,2019
2076,Isn't It Romantic,Betty Gilpin,2019
2077,Happy Death Day 2U,Jessica Rothe,2019
2077,Happy Death Day 2U,Israel Broussard,2019
2077,Happy Death Day 2U,Phi Vu,2019
2077,Happy Death Day 2U,Suraj Sharma,2019
2077,Happy Death Day 2U,Sarah Yarkin,2019
2077,Happy Death Day 2U,Ruby Modine,2019
2077,Happy Death Day 2U,Steve Zissis,2019
2078,Alita: Battle Angel,Rosa Salazar,2019
2078,Alita: Battle Angel,Christoph Waltz,2019
2078,Alita: Battle Angel,Jennifer Connelly,2019
2078,Alita: Battle Angel,Mahershala Ali,2019
2078,Alita: Battle Angel,Ed Skrein,2019
2078,Alita: Battle Angel,Jackie Earle Haley,2019
2078,Alita: Battle Angel,Keean Johnson,2019
2079,How to Train Your Dragon: The Hidden World,Jay Baruchel,2019
2079,How to Train Your Dragon: The Hidden World,America Ferrera,2019
2079,How to Train Your Dragon: The Hidden World,Cate Blanchett,2019
2079,How to Train Your Dragon: The Hidden World,Craig Ferguson,2019
2080,Fighting with My Family,Florence Pugh,2019
2080,Fighting with My Family,Lena Headey,2019
2080,Fighting with My Family,Nick Frost,2019
2080,Fighting with My Family,Jack Lowden,2019
2080,Fighting with My Family,Vince Vaughn,2019
2080,Fighting with My Family,Dwayne Johnson,2019
2081,Tyler Perry's A Madea Family Funeral,Tyler Perry,2019
2081,Tyler Perry's A Madea Family Funeral,Courtney Burrell,2019
2081,Tyler Perry's A Madea Family Funeral,Patrice Lovely,2019
2082,Greta,Isabelle Huppert,2019
2082,Greta,Chloë Grace Moretz,2019
2082,Greta,Maika Monroe,2019
2082,Greta,Colm Feore,2019
2082,Greta,Stephen Rea,2019
2083,Triple Frontier,Ben Affleck,2019
2083,Triple Frontier,Oscar Isaac,2019
2083,Triple Frontier,Charlie Hunnam,2019
2083,Triple Frontier,Garrett Hedlund,2019
2083,Triple Frontier,Pedro Pascal,2019
2084,Captain Marvel,Brie Larson,2019
2084,Captain Marvel,Ben Mendelsohn,2019
2084,Captain Marvel,Djimon Hounsou,2019
2084,Captain Marvel,Lee Pace,2019
2084,Captain Marvel,Lashana Lynch,2019
2084,Captain Marvel,Gemma Chan,2019
2084,Captain Marvel,Annette Bening,2019
2084,Captain Marvel,Clark Gregg,2019
2084,Captain Marvel,Jude Law,2019
2085,The Kid,Ethan Hawke,2019
2085,The Kid,Dane DeHaan,2019
2085,The Kid,Jake Schur,2019
2085,The Kid,Leila George,2019
2085,The Kid,Adam Baldwin,2019
2085,The Kid,Chris Pratt,2019
2086,Wonder Park,Brianna Denski,2019
2086,Wonder Park,Ken Hudson Campbell,2019
2086,Wonder Park,Matthew Broderick,2019
2086,Wonder Park,Jennifer Garner,2019
2086,Wonder Park,Kenan Thompson,2019
2086,Wonder Park,Ken Jeong,2019
2086,Wonder Park,Mila Kunis,2019
2086,Wonder Park,John Oliver,2019
2087,Captive State,John Goodman,2019
2087,Captive State,Jonathan Majors,2019
2087,Captive State,Machine Gun Kelly,2019
2087,Captive State,Vera Farmiga,2019
2088,Nancy Drew and the Hidden Staircase,Sophia Lillis,2019
2088,Nancy Drew and the Hidden Staircase,Zoe Renee,2019
2088,Nancy Drew and the Hidden Staircase,Mackenzie Graham,2019
2088,Nancy Drew and the Hidden Staircase,Laura Slade Wiggins,2019
2088,Nancy Drew and the Hidden Staircase,Sam Trammell,2019
2088,Nancy Drew and the Hidden Staircase,Linda Lavin,2019
2089,The Aftermath,Keira Knightley,2019
2089,The Aftermath,Jason Clarke,2019
2090,Five Feet Apart,Cole Sprouse,2019
2090,Five Feet Apart,Haley Lu Richardson,2019
2091,The Highwaymen,Kevin Costner,2019
2091,The Highwaymen,Woody Harrelson,2019
2091,The Highwaymen,Kathy Bates,2019
2091,The Highwaymen,John Carroll Lynch,2019
2091,The Highwaymen,Kim Dickens,2019
2091,The Highwaymen,Thomas Mann,2019
2091,The Highwaymen,William Sadler,2019
2092,Red 11,Roby Attal,2019
2092,Red 11,Lauren Hatfield,2019
2092,Red 11,Brently Heilbron,2019
2092,Red 11,Katherine Willis,2019
2092,Red 11,Carlos Gallardo,2019
2093,Never Grow Old,Emile Hirsch,2019
2093,Never Grow Old,Tim Ahern,2019
2093,Never Grow Old,Déborah François,2019
2093,Never Grow Old,John Cusack,2019
2093,Never Grow Old,Danny Webb,2019
2093,Never Grow Old,Sam Louwyck,2019
2094,Triple Threat,Tony Jaa,2019
2094,Triple Threat,Iko Uwais,2019
2094,Triple Threat,Tiger Chen,2019
2094,Triple Threat,Scott Adkins,2019
2094,Triple Threat,Celina Jade,2019
2094,Triple Threat,Michael Bisping,2019
2094,Triple Threat,Michael Jai White,2019
2095,Us,Lupita Nyong'o,2019
2095,Us,Winston Duke,2019
2095,Us,Shahadi Wright Joseph,2019
2095,Us,Evan Alex,2019
2095,Us,Elisabeth Moss,2019
2095,Us,Tim Heidecker,2019
2096,Hotel Mumbai,Dev Patel,2019
2096,Hotel Mumbai,Armie Hammer,2019
2096,Hotel Mumbai,Nazanin Boniadi,2019
2096,Hotel Mumbai,Tilda Cobham-Hervey,2019
2096,Hotel Mumbai,Anupam Kher,2019
2096,Hotel Mumbai,Jason Isaacs,2019
2097,The Dirt,Douglas Booth,2019
2097,The Dirt,Iwan Rheon,2019
2097,The Dirt,Machine Gun Kelly,2019
2097,The Dirt,Daniel Webber,2019
2098,Dragged Across Concrete,Mel Gibson,2019
2098,Dragged Across Concrete,Vince Vaughn,2019
2098,Dragged Across Concrete,Michael Jai White,2019
2099,Dumbo,Colin Farrell,2019
2099,Dumbo,Michael Keaton,2019
2099,Dumbo,Danny DeVito,2019
2099,Dumbo,Eva Green,2019
2099,Dumbo,Nico Parker,2019
2099,Dumbo,Finley Hobbins,2019
2099,Dumbo,Alan Arkin,2019
2100,The Beach Bum,Matthew McConaughey,2019
2100,The Beach Bum,Zac Efron,2019
2100,The Beach Bum,Jonah Hill,2019
2100,The Beach Bum,Isla Fisher,2019
2100,The Beach Bum,Jimmy Buffett,2019
2100,The Beach Bum,Snoop Dogg,2019
2100,The Beach Bum,Martin Lawrence,2019
2101,Unplanned,Ashley Bratcher,2019
2101,Unplanned,Brooks Ryan,2019
2101,Unplanned,Robia Scott,2019
2102,Shazam!,Zachary Levi,2019
2102,Shazam!,Asher Angel,2019
2102,Shazam!,Mark Strong,2019
2102,Shazam!,Jack Dylan Grazer,2019
2102,Shazam!,Djimon Hounsou,2019
2103,Pet Sematary,Jason Clarke,2019
2103,Pet Sematary,Amy Seimetz,2019
2103,Pet Sematary,John Lithgow,2019
2104,The Best of Enemies,Sam Rockwell,2019
2105,High Life,Robert Pattinson,2019
2105,High Life,Juliette Binoche,2019
2105,High Life,André Benjamin,2019
2105,High Life,Mia Goth,2019
2106,The Haunting of Sharon Tate,Hilary Duff,2019
2106,The Haunting of Sharon Tate,Jonathan Bennett,2019
2106,The Haunting of Sharon Tate,Lydia Hearst,2019
2106,The Haunting of Sharon Tate,Pawel Szajda,2019
2107,The Wind,Caitlin Gerard,2019
2107,The Wind,Ashley Zukerman,2019
2107,The Wind,Julia Goldani Telles,2019
2107,The Wind,Miles Anderson,2019
2108,The Silence,Kiernan Shipka,2019
2108,The Silence,Stanley Tucci,2019
2108,The Silence,John Corbett,2019
2109,Hellboy,David Harbour,2019
2109,Hellboy,Milla Jovovich,2019
2109,Hellboy,Ian McShane,2019
2109,Hellboy,Sasha Lane,2019
2109,Hellboy,Daniel Dae Kim,2019
2109,Hellboy,Sophie Okonedo,2019
2109,Hellboy,Penelope Mitchell,2019
2109,Hellboy,Thomas Haden Church,2019
2110,Little,Issa Rae,2019
2110,Little,Regina Hall,2019
2110,Little,Marsai Martin,2019
2111,Missing Link,Hugh Jackman,2019
2111,Missing Link,Zach Galifianakis,2019
2111,Missing Link,Zoe Saldana,2019
2111,Missing Link,Emma Thompson,2019
2111,Missing Link,Stephen Fry,2019
2111,Missing Link,David Walliams,2019
2111,Missing Link,Timothy Olyphant,2019
2111,Missing Link,Matt Lucas,2019
2111,Missing Link,Amrita Acharia,2019
2112,Her Smell,Elisabeth Moss,2019
2112,Her Smell,Cara Delevingne,2019
2112,Her Smell,Dan Stevens,2019
2112,Her Smell,Agyness Deyn,2019
2112,Her Smell,Gayle Rankin,2019
2112,Her Smell,Ashley Benson,2019
2112,Her Smell,Dylan Gelula,2019
2112,Her Smell,Virginia Madsen,2019
2112,Her Smell,Amber Heard,2019
2113,Breakthrough,Chrissy Metz,2019
2113,Breakthrough,Josh Lucas,2019
2113,Breakthrough,Topher Grace,2019
2113,Breakthrough,Mike Colter,2019
2113,Breakthrough,Marcel Ruiz,2019
2113,Breakthrough,Sam Trammell,2019
2113,Breakthrough,Dennis Haysbert,2019
2114,The Curse of La Llorona,Linda Cardellini,2019
2114,The Curse of La Llorona,Raymond Cruz,2019
2114,The Curse of La Llorona,Patricia Velasquez,2019
2115,Under the Silver Lake,Andrew Garfield,2019
2115,Under the Silver Lake,Riley Keough,2019
2115,Under the Silver Lake,Topher Grace,2019
2116,Family,Taylor Schilling,2019
2116,Family,Brian Tyree Henry,2019
2116,Family,Bryn Vale,2019
2116,Family,Allison Tolman,2019
2116,Family,Kate McKinnon,2019
2117,Fast Color,Gugu Mbatha-Raw,2019
2117,Fast Color,Lorraine Toussaint,2019
2117,Fast Color,Saniyya Sidney,2019
2117,Fast Color,Christopher Denham,2019
2117,Fast Color,David Strathairn,2019
2118,Someone Great,Gina Rodriguez,2019
2118,Someone Great,Brittany Snow,2019
2119,I Spit on Your Grave: Deja Vu,Camille Keaton,2019
2119,I Spit on Your Grave: Deja Vu,Maria Olsen,2019
2119,I Spit on Your Grave: Deja Vu,Meir Zarchi,2019
2120,Avengers: Endgame,Chris Evans,2019
2120,Avengers: Endgame,Mark Ruffalo,2019
2120,Avengers: Endgame,Chris Hemsworth,2019
2120,Avengers: Endgame,Scarlett Johansson,2019
2120,Avengers: Endgame,Jeremy Renner,2019
2120,Avengers: Endgame,Don Cheadle,2019
2120,Avengers: Endgame,Paul Rudd,2019
2120,Avengers: Endgame,Brie Larson,2019
2120,Avengers: Endgame,Karen Gillan,2019
2120,Avengers: Endgame,Danai Gurira,2019
2120,Avengers: Endgame,Benedict Wong,2019
2120,Avengers: Endgame,Jon Favreau,2019
2120,Avengers: Endgame,Bradley Cooper,2019
2120,Avengers: Endgame,Gwyneth Paltrow,2019
2120,Avengers: Endgame,Josh Brolin,2019
2121,I Trapped the Devil,Scott Poythress,2019
